City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
275,Corrales,US,35.24,-106.61,91.4,17,75,18.34,smoke
276,Saint-Joseph,RE,-21.37,55.62,66.2,63,23,6.93,few clouds
277,Hamilton,US,39.18,-84.53,86.0,55,40,12.75,scattered clouds
278,Kargasok,RU,59.06,80.86,46.17,97,19,4.25,few clouds
279,Husavik,IS,66.04,-17.34,41.0,86,0,4.7,clear sky
280,Nanortalik,GL,60.14,-45.24,42.57,88,63,6.71,broken clouds
281,Abapo,BO,-18.83,-63.47,69.57,55,0,6.2,clear sky
282,Tabuk,PH,17.42,121.44,79.99,71,100,0.43,overcast clouds
283,Graaff-Reinet,ZA,-32.25,24.53,53.01,89,67,0.07,broken clouds
284,Kemijarvi,FI,66.71,27.43,45.52,80,32,6.33,scattered clouds
285,Korla,CN,41.76,86.15,79.68,26,1,5.66,clear sky
286,Oranjemund,NA,-28.55,16.43,51.55,92,0,2.73,clear sky
287,Dubai,AE,25.26,55.3,93.2,59,34,6.93,scattered clouds
288,Pavilosta,LV,56.89,21.19,62.6,72,47,5.82,light rain
289,Mercedes,AR,-34.65,-59.43,68.0,73,25,3.0,scattered clouds
290,Cape Canaveral,US,28.41,-80.6,86.0,84,1,11.41,clear sky
291,Mezen,RU,65.85,44.24,51.91,96,5,4.54,clear sky
292,Anderson,US,34.53,-82.65,80.6,78,40,2.42,light rain
293,Tessalit,ML,20.2,1.01,84.52,48,41,6.49,scattered clouds
294,Tupiza,BO,-21.45,-65.72,53.71,41,12,7.14,few clouds
295,Saint-Augustin,CA,51.23,-58.65,58.06,80,13,4.52,few clouds
296,Am Timan,TD,11.03,20.28,73.89,88,100,3.51,light rain
297,Cidreira,BR,-30.18,-50.21,62.62,78,1,20.54,clear sky
298,Ancud,CL,-41.87,-73.82,45.0,80,90,6.93,overcast clouds
299,Maracacume,BR,-2.04,-45.96,72.64,96,17,2.53,few clouds
300,Praia Da Vitoria,PT,38.73,-27.07,75.2,83,20,5.23,few clouds
301,Chapais,CA,49.78,-74.85,68.0,56,75,4.7,broken clouds
302,Shuyskoye,RU,59.37,41.03,54.34,97,46,5.35,scattered clouds
303,Havoysund,NO,71.0,24.66,50.0,81,75,19.46,broken clouds
304,Adrar,MR,20.5,-10.07,95.18,29,17,16.82,few clouds
305,Morant Bay,JM,17.88,-76.41,86.0,74,40,19.46,scattered clouds
306,Choa Saidan Shah,PK,32.72,72.98,79.93,71,3,4.85,clear sky
307,Aksu,CN,41.12,80.26,74.3,31,0,1.63,clear sky
308,Krasnoarmeysk,RU,51.02,45.7,70.0,33,5,4.0,clear sky
309,Viedma,AR,-40.81,-63.0,48.99,78,44,4.0,scattered clouds
310,Fjellstrand,NO,59.8,10.62,53.01,1,6,2.73,clear sky
311,Glen Allen,US,37.67,-77.51,84.2,70,1,9.17,clear sky
312,Misratah,LY,32.38,15.09,77.85,73,1,10.0,clear sky
313,Aguimes,ES,27.91,-15.45,75.2,73,20,32.21,few clouds
314,Itaituba,BR,-4.28,-55.98,80.8,61,79,2.95,broken clouds
315,Kaberamaido,UG,1.74,33.16,64.38,91,57,4.85,broken clouds
316,Kalmunai,LK,7.42,81.82,77.11,85,100,5.37,overcast clouds
317,Salalah,OM,17.02,54.09,75.2,100,90,6.93,light intensity drizzle
318,Kulhudhuffushi,MV,6.62,73.07,82.96,73,88,11.79,overcast clouds
319,Angoche,MZ,-16.23,39.91,70.23,87,2,1.1,clear sky
320,Hauknes,NO,66.28,14.07,46.0,89,85,1.01,overcast clouds
321,Pangody,RU,65.85,74.49,51.46,94,100,7.83,light rain
322,Moroni,KM,-11.7,43.26,75.06,68,8,6.17,clear sky
323,High Rock,BS,26.62,-78.28,86.0,84,20,14.99,few clouds
324,George Town,MY,5.41,100.34,80.6,94,20,3.36,few clouds
325,Los Llanos De Aridane,ES,28.66,-17.92,75.2,78,15,17.22,few clouds
326,Sawakin,SD,19.11,37.33,90.12,50,24,5.61,few clouds
327,Senigallia,IT,43.71,13.22,72.0,88,49,3.36,light rain
328,Hrodna,BY,53.69,23.83,58.21,84,97,5.35,overcast clouds
329,Pokaran,IN,26.92,71.92,83.7,76,98,14.25,heavy intensity rain
330,Chicama,PE,-7.84,-79.15,61.18,79,0,7.29,clear sky
331,Bandarbeyla,SO,9.49,50.81,75.24,78,0,27.36,clear sky
332,Novosokolniki,RU,56.35,30.16,54.75,96,3,5.14,clear sky
333,Farah,AF,32.5,62.5,70.86,36,0,3.62,clear sky
334,Maarianhamina,AX,60.1,19.93,51.8,93,61,1.12,shower rain
335,Ust-Tsilma,RU,65.44,52.15,55.0,95,96,3.27,overcast clouds
336,Doka,SD,13.52,35.77,70.63,95,100,9.78,overcast clouds
337,Altay,CN,47.87,88.12,62.1,39,64,5.44,broken clouds
338,Yozgat,TR,39.58,35.33,51.51,62,0,4.38,clear sky
339,Zholymbet,KZ,51.74,71.71,51.82,82,26,8.19,scattered clouds
340,Novo Aripuana,BR,-5.12,-60.38,79.93,39,0,0.81,clear sky
341,Oussouye,SN,12.48,-16.55,80.6,94,40,2.24,scattered clouds
342,Seydisehir,TR,37.42,31.85,58.8,35,0,2.04,clear sky
343,San Rafael,AR,-34.62,-68.33,58.84,34,0,12.84,clear sky
344,Manama,BH,26.22,50.58,93.2,59,86,9.17,overcast clouds
345,Ruwi,OM,23.6,58.55,82.4,83,79,6.93,broken clouds
346,Valenca,BR,-13.37,-39.07,68.59,83,30,6.51,scattered clouds
347,Nara,JP,34.69,135.8,87.01,66,20,4.7,few clouds
348,Beni,CD,0.5,29.47,61.29,100,56,1.68,broken clouds
349,Timbiqui,CO,2.77,-77.67,75.87,87,97,8.03,light rain
350,Darfo,IT,45.88,10.18,70.0,73,20,2.24,few clouds
351,Kayerkan,RU,69.35,87.76,55.4,87,63,6.71,broken clouds
352,Hambantota,LK,6.12,81.12,78.24,85,83,11.14,broken clouds
353,Muyezerskiy,RU,63.93,31.65,48.61,85,90,8.19,overcast clouds
354,Talara,PE,-4.58,-81.27,61.07,86,1,19.26,clear sky
355,Tutrakan,BG,44.05,26.62,75.99,64,23,10.29,few clouds
356,Toktogul,KG,41.87,72.94,69.87,34,7,2.1,clear sky
357,Sao Felix Do Xingu,BR,-6.64,-51.99,79.03,58,65,2.26,broken clouds
358,Mlyniv,UA,50.51,25.62,59.0,98,71,1.03,broken clouds
359,Frankenberg,DE,51.07,8.8,55.0,87,1,1.12,clear sky
360,Abnub,EG,27.27,31.15,78.8,47,0,8.05,clear sky
361,Mangrol,IN,21.12,70.12,81.63,82,100,19.39,light rain
362,Puquio,PE,-14.7,-74.13,49.15,50,50,2.51,scattered clouds
363,Beira,MZ,-19.84,34.84,65.93,89,1,7.18,clear sky
364,Rorvik,NO,64.86,11.24,52.79,83,100,40.94,moderate rain
365,Alegrete,BR,-29.78,-55.79,63.95,80,77,12.95,broken clouds
366,Pascagoula,US,30.37,-88.56,82.4,78,90,9.17,light rain
367,Ostersund,SE,63.18,14.64,46.4,81,72,5.82,broken clouds
368,Guarapari,BR,-20.67,-40.5,68.0,77,20,13.87,few clouds
369,Gerardmer,FR,48.07,6.88,60.8,63,61,5.82,broken clouds
370,Lalsk,RU,60.74,47.59,57.22,96,100,4.0,overcast clouds
371,Volodarka,UA,49.52,29.91,61.9,85,90,2.98,light rain
372,Raga,SS,8.46,25.68,68.63,96,77,3.49,broken clouds
373,Sur,OM,22.57,59.53,77.45,85,33,9.82,scattered clouds
374,Atar,MR,20.52,-13.05,89.89,41,0,17.0,clear sky
375,Nsanje,MW,-16.92,35.26,69.64,72,33,3.09,scattered clouds
376,Aranos,NA,-24.13,19.12,55.71,27,0,8.23,clear sky
377,Bongandanga,CD,1.5,21.05,69.96,97,84,1.48,broken clouds
378,Nicholasville,US,37.88,-84.57,84.2,54,1,6.93,clear sky
379,Santa Vitoria Do Palmar,BR,-33.52,-53.37,57.25,84,6,12.91,clear sky
380,Parabel,RU,58.7,81.48,46.54,96,1,4.9,clear sky
381,Saint-Ambroise,CA,48.55,-71.33,69.8,56,75,12.75,broken clouds
382,Najran,SA,17.49,44.13,86.0,22,20,9.17,few clouds
383,Skagen,DK,57.72,10.58,60.01,69,0,20.0,clear sky
384,Sitia,GR,35.2,26.1,75.99,57,0,5.01,clear sky
385,Comodoro Rivadavia,AR,-45.87,-67.5,39.2,86,90,5.82,light intensity drizzle rain
386,Nuuk,GL,64.18,-51.72,44.6,81,33,4.7,scattered clouds
387,Nantucket,US,41.28,-70.1,71.6,100,90,8.05,fog
388,Sindor,RU,62.86,51.89,54.88,98,100,2.95,overcast clouds
389,Marathon,US,44.9,-89.77,78.8,65,40,8.05,scattered clouds
390,Bridgetown,BB,13.1,-59.62,82.4,78,20,10.29,few clouds
391,Henties Bay,NA,-22.12,14.28,54.0,91,0,1.99,clear sky
392,Paoua,CF,7.24,16.44,67.75,99,100,5.64,heavy intensity rain
393,Eyl,SO,7.98,49.82,75.69,74,0,19.48,clear sky
394,Maun,BW,-19.98,23.42,60.8,55,0,3.36,clear sky
395,Qasigiannguit,GL,68.82,-51.19,39.2,86,53,3.36,broken clouds
396,Constitucion,CL,-35.33,-72.42,53.08,84,90,27.51,light rain
397,Colares,PT,38.8,-9.45,71.01,69,53,14.94,broken clouds
398,Savannah Bight,HN,16.45,-85.85,84.2,78,68,10.76,broken clouds
399,Kang,BW,-23.68,22.79,61.11,32,0,9.24,clear sky
400,Kudahuvadhoo,MV,2.67,72.89,83.35,70,46,6.15,scattered clouds
401,Bardiyah,LY,31.76,25.09,74.48,80,0,6.73,clear sky
402,Keetmanshoop,NA,-26.58,18.13,51.08,42,0,4.88,clear sky
403,Jonkoping,SE,57.78,14.16,43.0,93,20,5.82,few clouds
404,Benton Harbor,US,42.12,-86.45,87.8,48,1,3.36,clear sky
405,Becerril,CO,9.7,-73.28,78.84,82,97,2.91,moderate rain
406,Harlingen,US,26.19,-97.7,89.6,59,20,17.22,few clouds
407,Gloucester,GB,51.87,-2.24,62.01,91,100,5.59,moderate rain
408,Gamba,GA,-2.65,10.0,73.04,85,100,5.77,overcast clouds
409,Campestre,BR,-21.71,-46.25,52.66,57,6,6.02,clear sky
410,Birjand,IR,32.87,59.22,69.8,64,20,11.41,few clouds
411,Touros,BR,-5.2,-35.46,75.2,83,20,10.29,few clouds
412,San Juan,AR,-31.54,-68.54,63.09,28,3,9.66,clear sky
413,Olinda,BR,-8.01,-34.86,77.0,69,0,11.41,clear sky
414,Peoria,US,40.77,-89.77,91.4,52,1,6.93,clear sky
415,Ovalle,CL,-30.6,-71.2,51.4,72,49,4.12,scattered clouds
416,Pombas,CV,17.15,-25.02,80.6,78,75,13.87,broken clouds
417,Maine-Soroa,NE,13.21,12.02,77.86,76,58,15.55,broken clouds
418,Caranavi,BO,-15.82,-67.55,62.51,84,17,1.57,few clouds
419,Key West,US,24.56,-81.78,87.8,62,75,32.21,broken clouds
420,Oktyabrskoye,RU,43.06,44.74,50.0,93,0,6.71,clear sky
421,Hualmay,PE,-11.1,-77.61,60.35,82,10,11.7,clear sky
422,Road Town,VG,18.42,-64.62,82.4,78,40,15.14,scattered clouds
423,Kathmandu,NP,27.72,85.32,69.8,100,90,3.36,light rain
424,Doha,QA,25.29,51.53,93.2,56,16,5.82,few clouds
425,Kutum,SD,14.2,24.67,72.91,68,99,9.1,overcast clouds
426,Nurobod,UZ,40.91,69.8,73.4,43,0,2.24,clear sky
427,Sheltozero,RU,61.37,35.37,57.65,88,47,13.82,scattered clouds
428,Toamasina,MG,-18.17,49.38,68.97,86,41,2.26,light rain
429,Aripuana,BR,-9.17,-60.63,80.37,35,0,1.59,clear sky
430,Surt,LY,31.21,16.59,78.3,83,4,5.53,clear sky
431,Porto Novo,BJ,6.5,2.6,73.8,86,100,6.8,overcast clouds
432,Axim,GH,4.87,-2.24,73.54,87,92,7.29,overcast clouds
433,Codo,BR,-4.46,-43.89,77.63,62,13,4.41,few clouds
434,Severnyy,RU,50.68,36.55,66.2,55,19,4.47,few clouds
435,Piacabucu,BR,-10.41,-36.43,72.86,76,44,4.41,scattered clouds
436,Senneterre,CA,48.38,-77.23,73.4,69,90,5.82,overcast clouds
437,Nizwa,OM,22.93,57.53,85.68,55,66,1.81,broken clouds
438,Giurgita,RO,44.02,23.63,72.0,77,75,6.93,broken clouds
439,Cururupu,BR,-1.83,-44.87,73.89,92,2,3.06,clear sky
440,Peruibe,BR,-24.32,-47.0,60.82,84,0,4.92,clear sky
441,Murindo,CO,6.98,-76.75,75.18,94,83,3.06,moderate rain
442,Albany,US,42.6,-73.97,84.99,82,15,4.05,few clouds
443,Tabou,CI,4.42,-7.35,75.24,85,97,8.93,overcast clouds
444,Weiden,DE,49.68,12.16,51.01,100,75,2.73,broken clouds
445,Berberati,CF,4.26,15.79,66.96,93,100,0.83,overcast clouds
446,Carutapera,BR,-1.2,-46.02,76.14,85,27,5.79,scattered clouds
447,Bargarh,IN,21.33,83.62,77.92,85,100,6.64,overcast clouds
448,Jasper,US,37.2,-94.35,93.2,36,1,6.93,clear sky
449,Lethem,GY,3.38,-59.8,78.37,78,98,3.4,overcast clouds
450,Trairi,BR,-3.28,-39.27,76.21,80,0,9.84,clear sky
451,Skibbereen,IE,51.55,-9.27,59.0,100,75,25.28,heavy intensity rain
452,Praia,CV,14.92,-23.51,80.6,78,75,4.7,broken clouds
453,Dwarka,IN,22.24,68.97,82.0,81,100,21.72,light rain
454,Terrasini,IT,38.15,13.08,77.0,65,0,4.7,clear sky
455,Daniel Flores,CR,9.34,-83.67,72.45,85,83,1.97,light rain
456,Isiro,CD,2.77,27.62,65.64,98,100,0.25,light rain
457,Brejinho,BR,-6.19,-35.36,75.2,83,0,12.75,clear sky
458,Careiro Da Varzea,BR,-3.2,-59.81,82.4,74,0,4.7,clear sky
459,Pese,PA,7.9,-80.62,77.36,86,78,3.49,moderate rain
460,Grand-Lahou,CI,5.14,-5.02,73.22,90,98,8.01,overcast clouds
461,Sisimiut,GL,66.94,-53.67,44.65,82,90,4.7,overcast clouds
462,Sorland,NO,67.67,12.69,52.65,70,23,13.73,few clouds
463,Vuktyl,RU,63.86,57.31,54.03,98,100,6.13,overcast clouds
464,Bathsheba,BB,13.22,-59.52,82.4,78,20,10.29,few clouds
465,Tucuma,BR,-0.18,-50.05,76.8,91,68,8.81,moderate rain
466,Jalu,LY,29.03,21.55,77.58,60,0,8.75,clear sky
467,Mikhaylovsk,RU,45.13,42.03,59.0,44,0,8.95,clear sky
468,Kanniyakumari,IN,8.08,77.57,79.12,84,100,14.85,overcast clouds
469,Saint-Pierre,RE,-21.34,55.48,66.2,63,9,6.93,clear sky
470,Ajaccio,FR,42.0,8.92,69.8,77,49,5.82,scattered clouds
471,Dutlwe,BW,-23.98,23.9,62.06,31,0,9.19,clear sky
472,Gagnoa,CI,6.13,-5.94,69.62,91,84,4.05,broken clouds
473,Bilma,NE,18.69,12.92,91.71,34,88,7.25,overcast clouds
474,Thaba Nchu,ZA,-29.21,26.84,39.2,60,0,2.24,clear sky
475,Alenquer,BR,-1.94,-54.74,75.2,100,75,5.12,broken clouds
476,Bantry,IE,51.68,-9.45,59.0,100,75,25.28,heavy intensity rain
477,Anzio,IT,41.49,12.62,72.0,94,5,2.24,clear sky
478,Puerto Baquerizo Moreno,EC,-0.9,-89.6,65.41,83,81,14.58,broken clouds
479,Kurchum,KZ,48.57,83.65,69.76,39,97,16.17,overcast clouds
480,Pocoes,BR,-14.53,-40.37,62.6,93,40,10.29,scattered clouds
481,Cabinda,AO,-5.55,12.2,73.6,89,98,5.95,overcast clouds
482,Caapucu,PY,-26.22,-57.2,71.1,65,1,11.16,clear sky
483,Inta,RU,66.03,60.17,53.51,72,100,4.0,overcast clouds
484,Utrecht,NL,52.0,5.25,57.99,26,3,5.3,clear sky
485,Ambanja,MG,-13.68,48.45,70.07,72,19,2.86,few clouds
486,Mantua,IT,45.17,10.78,70.0,77,10,7.0,clear sky
487,Talcahuano,CL,-36.72,-73.12,55.4,71,75,19.46,broken clouds
488,Gao,ML,16.64,1.64,78.03,66,98,11.52,overcast clouds
489,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,79.77,43,90,10.49,overcast clouds
490,Primorsk,UA,46.73,36.34,68.77,45,0,10.63,clear sky
491,Skalat,UA,49.43,25.98,64.99,73,85,1.92,overcast clouds
492,Port-Cartier,CA,50.03,-66.87,61.0,67,75,4.7,broken clouds
493,Balc,RO,47.28,22.53,66.0,93,53,4.7,broken clouds
494,Bonavista,CA,48.65,-53.11,55.99,87,1,8.01,clear sky
495,Lusambo,CD,-4.97,23.45,70.99,91,66,1.88,broken clouds
496,Porto Walter,BR,-8.27,-72.74,76.32,61,1,2.82,clear sky
497,Basqal,AZ,40.76,48.39,49.24,78,1,5.12,clear sky
498,Agadez,NE,19.75,10.25,91.38,33,57,5.88,broken clouds
499,Port Said,EG,31.26,32.28,80.6,74,0,6.93,clear sky
500,Zolotukhino,RU,52.08,36.38,61.56,93,94,3.04,overcast clouds
501,Shakhovskaya,RU,56.03,35.51,54.01,95,0,6.64,clear sky
502,Colchester,GB,51.89,0.9,60.8,87,85,6.93,light rain
503,Port-Gentil,GA,-0.72,8.78,78.8,78,90,11.68,overcast clouds
504,Aksum,ET,14.12,38.72,57.42,100,69,2.51,light rain
505,Ierapetra,GR,35.01,25.74,75.99,57,0,5.01,clear sky
506,Santa Marta,CO,11.24,-74.2,75.99,88,91,12.1,overcast clouds
507,Barcelos,PT,41.54,-8.62,71.01,88,52,5.82,broken clouds
508,Geraldton,AU,-28.77,114.6,44.6,93,0,4.7,clear sky
509,Kokstad,ZA,-30.55,29.42,49.06,56,13,4.14,few clouds
510,Sao Fidelis,BR,-21.65,-41.75,62.69,80,21,3.71,few clouds
511,Ludvika,SE,60.15,15.19,43.0,87,2,2.24,clear sky
512,Englewood,US,39.65,-104.99,93.0,15,40,8.05,scattered clouds
513,Mao,ES,39.89,4.27,71.6,68,13,6.91,few clouds
514,Gasa,PS,31.5,34.47,79.0,32,0,3.15,clear sky
515,Benguela,AO,-12.58,13.41,70.65,84,48,1.1,scattered clouds
516,Taltal,CL,-25.4,-70.48,51.12,74,29,1.66,scattered clouds
517,Qena,EG,26.16,32.72,86.0,40,0,4.85,clear sky
518,San Cristobal,VE,7.77,-72.22,68.0,91,58,3.27,light rain
519,Virginia Beach,US,36.85,-75.98,82.99,81,100,1.01,overcast clouds
520,Moose Factory,CA,51.26,-80.61,55.4,93,90,13.87,light rain
521,Pangoa,PE,-12.12,-73.0,70.92,76,6,2.24,clear sky
522,Miandrivazo,MG,-19.52,45.47,69.4,81,0,1.01,clear sky
523,Rosario,AR,-32.95,-60.64,73.99,46,12,9.17,few clouds
524,Tazovskiy,RU,67.47,78.7,50.45,98,100,6.69,overcast clouds
525,Salinas,US,36.68,-121.66,77.0,64,1,14.99,clear sky
526,Manta,EC,-0.95,-80.73,69.8,77,40,14.99,scattered clouds
527,Kempten,DE,47.73,10.31,55.0,76,0,4.09,clear sky
528,Loiza,PR,18.43,-65.88,78.8,94,75,5.82,moderate rain
529,Stranda,NO,62.31,6.94,46.99,85,100,8.12,moderate rain
530,Ereymentau,KZ,51.62,73.1,51.08,80,77,5.84,broken clouds
531,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,79.21,68,88,1.39,overcast clouds
532,Igatpuri,IN,19.7,73.55,70.52,100,83,6.96,light rain
533,Sile,TR,41.18,29.61,73.99,65,0,1.01,clear sky
534,Shambu,ET,9.57,37.1,49.86,100,95,1.12,light rain
535,Solton,RU,52.84,86.48,53.13,84,99,2.93,overcast clouds
536,Harrismith,ZA,-28.27,29.13,46.54,53,0,4.41,clear sky
537,Mmabatho,ZA,-25.85,25.63,50.0,43,0,5.82,clear sky
538,Walvis Bay,NA,-22.96,14.51,54.0,87,0,6.93,clear sky
539,Clarence Town,AU,-32.58,151.78,55.0,53,88,12.75,overcast clouds
540,Maragogi,BR,-9.01,-35.22,71.53,74,0,5.21,clear sky
541,Aktash,RU,50.3,87.73,41.25,94,97,5.46,overcast clouds
542,Les Cayes,HT,18.2,-73.75,81.57,82,28,5.39,light rain
543,Saint Anthony,US,45.02,-93.22,87.01,54,75,9.17,broken clouds
544,Sturgeon Falls,CA,46.36,-79.93,75.0,78,90,5.82,overcast clouds
545,Gat,IL,31.61,34.76,79.0,32,0,2.68,clear sky
546,Maraa,BR,-1.83,-65.37,77.43,59,20,1.81,few clouds
547,Parana,AR,-31.73,-60.52,75.0,48,7,1.99,clear sky
548,Nioro,GM,13.35,-15.75,76.66,93,100,6.24,light rain
549,Sargatskoye,RU,55.61,73.5,47.44,97,7,6.04,clear sky
550,Suluktu,KG,39.93,69.57,75.2,44,46,20.13,scattered clouds
551,Santa Fe,AR,-31.63,-60.7,75.0,48,24,1.99,few clouds
552,Patacamaya,BO,-17.23,-67.92,45.19,62,2,12.77,clear sky
